Temps de latence : 4172 ms

N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi	Lever
1	15245	5587053	7030	22465	469	0	360	300	0	0
2	15246	5587058	7021	22464	942	0	370	310	0	0
3	15247	5587063	7014	22464	930	0	370	310	0	0
4	15248	5587068	7007	22462	922	0	370	310	0	0
5	15249	5587073	6999	22462	922	0	370	310	0	0
6	15250	5587078	6992	22462	910	0	370	310	0	0
7	15251	5587083	6986	22463	910	0	370	320	0	0
8	15252	5587088	6981	22478	902	0	370	320	0	0
9	15253	5587093	6975	22478	890	0	370	320	0	0
10	15254	5587098	6970	22501	882	0	380	330	0	0
11	15255	5587103	6965	22524	870	0	380	330	0	0
12	15256	5587108	6960	22554	862	0	390	340	0	0
13	15257	5587113	6952	22584	842	0	390	350	0	0
14	15258	5587118	6944	22619	830	0	400	360	0	0
15	15259	5587123	6937	22656	822	0	410	370	0	0
16	15260	5587128	6929	22696	810	0	410	380	0	0
17	15261	5587133	6922	22739	802	0	420	390	0	0
18	15262	5587138	6916	22785	802	0	420	400	0	0
19	15263	5587143	6911	22835	790	0	430	420	0	0
20	15264	5587148	6907	22888	790	0	430	430	0	0
21	15265	5587153	6904	22946	782	0	440	440	0	0
22	15266	5587158	6903	23008	782	0	440	450	0	0
23	15267	5587163	6902	23075	770	0	450	470	0	0
24	15268	5587168	6902	23148	770	0	460	480	0	0
25	15269	5587173	6902	23226	762	0	470	480	0	0
26	15270	5587178	6898	23309	762	0	470	490	0	0
27	15271	5587183	6892	23397	750	0	480	500	0	0
28	15272	5587188	6887	23488	742	0	480	520	0	0
29	15273	5587193	6882	23583	730	0	490	540	0	0
30	15274	5587198	6879	23680	730	0	500	550	0	0
31	15275	5587203	6873	23778	722	0	500	560	0	0
32	15276	5587208	6871	23876	710	0	510	580	0	0
33	15277	5587213	6869	23969	702	0	520	590	0	0
34	15278	5587218	6868	24058	690	0	520	600	0	0
35	15279	5587223	6865	24141	669	0	530	620	0	0
36	15280	5587228	6864	24216	661	0	530	610	0	0
37	15281	5587233	6863	24282	641	0	540	620	0	0
38	15282	5587238	6862	24340	621	0	540	620	0	0
39	15283	5587243	6860	24387	601	0	540	610	0	0
40	15284	5587248	6859	24387	589	0	540	610	0	0
41	15285	5587253	6857	24377	569	0	540	600	0	0
42	15286	5587258	6853	24358	561	0	540	600	0	0
43	15287	5587263	6846	24336	549	0	550	570	0	0
44	15288	5587268	6834	24336	541	0	550	570	0	0
45	15289	5587273	6818	24389	529	0	540	560	0	0
46	15290	5587278	6797	24432	529	0	540	550	0	0
47	15291	5587283	6772	24456	521	0	530	530	0	0
48	15292	5587288	6772	24460	509	0	530	520	0	0
49	15293	5587293	6765	24460	501	0	520	510	0	0
50	15294	5587298	6758	24438	489	0	520	500	0	0
51	15295	5587303	6753	24394	481	0	520	500	0	0
52	15296	5587308	6749	24336	481	0	520	500	0	0
53	15297	5587313	6738	24267	469	0	520	500	0	0
54	15298	5587318	6719	24214	461	0	520	500	0	0
55	15299	5587323	6711	24159	461	0	530	500	0	0
56	15300	5587328	6698	24103	449	0	530	510	0	0
57	15301	5587333	6689	24047	441	0	540	520	0	0
58	15302	5587338	6689	23991	429	0	540	540	0	0
59	15303	5587343	6689	23935	429	0	550	550	0	0
60	15304	5587348	6689	23879	421	0	550	560	0	0
61	15305	5587353	6694	23824	421	0	560	580	0	0
62	15306	5587358	6713	23771	421	0	560	590	0	0
63	15307	5587363	6736	23719	421	0	560	590	0	0
64	15308	5587368	6762	23668	429	0	570	600	0	0
65	15309	5587373	6791	23619	429	0	580	610	0	0
66	15310	5587378	6821	23572	429	0	580	610	0	0
67	15311	5587383	6851	23528	429	0	580	630	0	0
68	15312	5587388	6870	23485	441	0	580	630	0	0
69	15313	5587393	6870	23446	441	0	580	630	0	0
70	15314	5587398	6896	23410	441	0	580	630	0	0
71	15315	5587403	6896	23376	441	0	580	600	0	0
72	15316	5587408	6896	23347	429	0	580	600	0	0
73	15317	5587413	6896	23319	429	0	580	590	0	0
74	15318	5587418	6896	23294	429	0	580	590	0	0
75	15319	5587423	6896	23272	421	0	580	590	0	0
76	15320	5587428	6909	23272	409	0	580	570	0	0
77	15321	5587433	6919	23272	409	0	580	570	0	0
78	15322	5587438	6929	23272	401	0	570	560	0	0
79	15323	5587443	6937	23272	389	0	580	540	0	0
80	15324	5587448	6949	23272	381	0	580	540	0	0
81	15325	5587453	6953	23254	361	0	580	540	0	0
82	15326	5587458	6955	23237	349	0	580	540	0	0
83	15327	5587463	6957	23222	341	0	570	530	0	0
84	15328	5587468	6959	23201	328	0	570	530	0	0
85	15329	5587473	6959	23190	320	0	570	530	0	0
86	15330	5587478	6959	23173	308	0	570	530	0	0
87	15331	5587483	6959	23164	288	0	570	530	0	0
88	15332	5587488	6959	23155	280	0	570	530	0	0
89	15333	5587493	6959	23146	280	0	570	530	0	0
90	15334	5587498	6959	23133	268	0	570	530	0	0
91	15335	5587503	6959	23128	260	0	570	530	0	0
92	15336	5587508	6959	23114	260	0	580	520	0	0
93	15337	5587513	6959	23109	260	0	580	520	0	0
94	15338	5587518	6962	23094	260	0	580	520	0	0
95	15339	5587523	6970	23077	260	0	580	520	0	0
96	15340	5587528	6982	23060	260	0	580	520	0	0
97	15341	5587533	6988	23043	260	0	580	520	0	0
98	15342	5587538	7004	23025	260	0	580	520	0	0
99	15343	5587543	7023	23006	268	0	580	520	0	0
100	15344	5587548	7046	22993	268	0	580	520	0	0
101	15345	5587553	7064	22980	280	0	590	510	0	0
102	15346	5587558	7081	22980	280	0	590	510	0	0
103	15347	5587563	7100	22976	288	0	590	510	0	0
104	15348	5587568	7120	22971	288	0	590	510	0	0
105	15349	5587573	7141	22966	300	0	590	510	0	0
106	15350	5587578	7162	22962	308	0	580	490	0	0
107	15351	5587583	7184	22958	320	0	580	490	0	0
108	15352	5587588	7207	22948	328	0	590	480	0	0
