Temps de latence : 2438 ms

N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi	Lever
1	12258	5766093	34509	24713	990	0	690	310	0	0
2	12259	5766133	34509	24713	990	0	690	310	0	0
3	12260	5766173	34509	24713	990	0	690	310	0	0
4	12261	5766217	34509	24713	990	0	690	310	0	0
5	12262	5766257	34509	24713	990	0	690	310	0	0
6	12263	5766301	34509	24713	990	0	690	310	0	0
7	12264	5766341	34509	24713	990	0	690	310	0	0
8	12265	5766385	34509	24713	990	0	690	310	0	0
9	12266	5766425	34509	24713	990	0	690	310	0	0
10	12267	5766469	34509	24713	990	0	690	310	0	0
11	12268	5766509	34509	24713	990	0	690	310	0	0
12	12269	5766553	34509	24713	990	0	690	310	0	0
13	12270	5766593	34509	24713	990	0	690	310	0	0
14	12271	5766637	34509	24713	990	0	690	310	0	0
15	12272	5766677	34509	24713	990	0	690	310	0	0
16	12273	5766721	34509	24713	990	0	690	310	0	0
17	12274	5766761	34509	24713	990	0	690	310	0	0
18	12275	5766805	34509	24713	990	0	690	310	0	0
19	12276	5766845	34509	24713	990	0	690	310	0	0
20	12277	5766889	34509	24713	990	0	690	310	0	0
21	12278	5766929	34509	24713	990	0	690	310	0	0
22	12279	5766973	34509	24713	990	0	690	310	0	0
23	12280	5767013	34509	24713	990	0	690	310	0	0
24	12281	5767057	34509	24713	990	0	690	310	0	0
25	12282	5767097	34423	25265	990	0	680	510	0	0
26	12283	5767102	34419	25268	1002	0	680	510	0	0
27	12284	5767107	34414	25269	990	0	680	510	0	0
28	12285	5767112	34408	25269	982	0	690	490	0	0
29	12286	5767117	34403	25270	982	0	690	490	0	0
30	12287	5767122	34397	25273	982	0	700	510	0	0
31	12288	5767127	34392	25275	982	0	700	510	0	0
32	12289	5767132	34387	25278	982	0	700	510	0	0
33	12290	5767137	34382	25282	982	0	700	510	0	0
34	12291	5767142	34378	25287	982	0	700	510	0	0
35	12292	5767147	34375	25294	982	0	700	510	0	0
36	12293	5767152	34373	25307	982	0	690	530	0	0
37	12294	5767157	34372	25323	982	0	690	530	0	0
38	12295	5767162	34372	25335	982	0	690	530	0	0
39	12296	5767167	34371	25354	982	0	690	530	0	0
40	12297	5767172	34371	25368	982	0	690	530	0	0
41	12298	5767177	34371	25383	982	0	690	530	0	0
42	12299	5767182	34371	25391	982	0	690	530	0	0
43	12300	5767187	34371	25391	982	0	690	530	0	0
