Temps de latence : 2734 ms

N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi	Lever
1	2011	2772267	11349	19908	300	0	610	1110	0	0
2	2012	2772272	11370	19908	605	0	610	1110	0	0
3	2013	2772277	11397	19930	557	0	620	1090	0	0
4	2014	2772282	11424	19942	509	0	620	1090	0	0
5	2015	2772287	11446	19950	461	0	620	1090	0	0
6	2016	2772292	11463	19957	437	0	620	1090	0	0
7	2017	2772297	11474	19964	425	0	620	1090	0	0
8	2018	2772302	11479	19969	425	0	630	1100	0	0
9	2019	2772307	11512	19974	425	0	630	1080	0	0
10	2020	2772312	11538	19975	401	0	630	1080	0	0
11	2021	2772317	11538	19975	401	0	630	1080	0	0
12	2022	2772322	11537	19974	413	0	630	1060	0	0
13	2023	2772327	11547	19972	437	0	630	1060	0	0
14	2024	2772332	11566	19969	461	0	630	1060	0	0
15	2025	2772337	11566	19954	497	0	630	1040	0	0
16	2026	2772342	11565	19928	509	0	640	1050	0	0
17	2027	2772347	11556	19888	533	0	640	1050	0	0
18	2028	2772352	11556	19837	533	0	640	1050	0	0
19	2029	2772357	11559	19802	533	0	640	1030	0	0
20	2030	2772362	11577	19770	509	0	640	1030	0	0
21	2031	2772367	11591	19770	473	0	640	1030	0	0
22	2032	2772372	11599	19770	437	0	640	1030	0	0
23	2033	2772377	11611	19773	401	0	660	1010	0	0
24	2034	2772382	11621	19758	365	0	660	1010	0	0
25	2035	2772387	11629	19755	324	0	660	1010	0	0
26	2036	2772392	11640	19739	288	0	660	1010	0	0
27	2037	2772397	11653	19725	276	0	660	990	0	0
28	2038	2772402	11667	19714	264	0	660	990	0	0
29	2039	2772407	11694	19699	252	0	660	990	0	0
30	2040	2772412	11723	19696	240	0	660	990	0	0
31	2041	2772417	11744	19696	240	0	670	990	0	0
32	2042	2772422	11757	19696	240	0	670	970	0	0
33	2043	2772427	11771	19696	228	0	670	970	0	0
34	2044	2772432	11794	19696	228	0	670	970	0	0
35	2045	2772437	11814	19698	216	0	670	950	0	0
36	2046	2772442	11835	19707	204	0	670	950	0	0
37	2047	2772447	11857	19721	204	0	670	950	0	0
38	2048	2772452	11878	19738	192	0	670	950	0	0
39	2049	2772457	11897	19749	192	0	670	950	0	0
40	2050	2772462	11914	19754	180	0	660	940	0	0
41	2051	2772467	11920	19759	168	0	660	940	0	0
42	2052	2772472	11926	19763	156	0	650	940	0	0
43	2053	2772477	11948	19772	144	0	650	940	0	0
44	2054	2772482	11966	19780	144	0	640	940	0	0
45	2055	2772487	11970	19787	132	0	640	940	0	0
46	2056	2772492	11983	19798	120	0	630	940	0	0
47	2057	2772497	11987	19806	120	0	630	940	0	0
48	2058	2772502	11999	19813	108	0	630	940	0	0
49	2059	2772507	12007	19819	108	0	620	940	0	0
50	2060	2772512	12016	19826	96	0	620	940	0	0
