Temps de latence : 2954 ms

N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi	Lever
1	2701	2783443	13630	23504	413	0	430	1370	0	0
2	2702	2783448	13630	23521	998	0	440	1380	0	0
3	2703	2783453	13630	23550	986	0	440	1380	0	0
4	2704	2783458	13630	23580	974	0	440	1380	0	0
5	2705	2783463	13630	23614	962	0	440	1380	0	0
6	2706	2783468	13630	23655	962	0	440	1380	0	0
7	2707	2783473	13630	23692	962	0	440	1380	0	0
8	2708	2783478	13624	23707	974	0	440	1380	0	0
9	2709	2783483	13603	23778	974	0	440	1380	0	0
10	2710	2783488	13594	23838	974	0	430	1390	0	0
11	2711	2783493	13586	23883	974	0	430	1390	0	0
12	2712	2783498	13550	23910	974	0	420	1400	0	0
13	2713	2783503	13502	23914	974	0	420	1410	0	0
14	2714	2783508	13468	23908	962	0	410	1420	0	0
15	2715	2783513	13468	23845	938	0	410	1420	0	0
16	2716	2783518	13468	23737	902	0	410	1410	0	0
17	2717	2783523	13445	23595	866	0	410	1410	0	0
18	2718	2783528	13416	23437	830	0	410	1410	0	0
19	2719	2783533	13398	23270	782	0	400	1400	0	0
20	2720	2783538	13398	23103	758	0	410	1390	0	0
21	2721	2783543	13403	22939	734	0	420	1360	0	0
22	2722	2783548	13415	22783	722	0	420	1350	0	0
23	2723	2783553	13415	22640	734	0	430	1330	0	0
24	2724	2783558	13415	22514	734	0	430	1310	0	0
25	2725	2783563	13433	22403	758	0	440	1290	0	0
26	2726	2783568	13475	22299	770	0	450	1270	0	0
27	2727	2783573	13530	22193	806	0	450	1250	0	0
28	2728	2783578	13600	22078	830	0	460	1230	0	0
29	2729	2783583	13701	21954	842	0	460	1200	0	0
30	2730	2783588	13790	21823	866	0	460	1190	0	0
31	2731	2783593	13885	21683	878	0	460	1160	0	0
32	2732	2783598	13982	21537	902	0	450	1140	0	0
33	2733	2783603	14078	21388	914	0	450	1110	0	0
34	2734	2783608	14168	21241	926	0	430	1090	0	0
35	2735	2783613	14249	21100	938	0	430	1070	0	0
36	2736	2783618	14321	20969	950	0	410	1040	0	0
37	2737	2783623	14383	20854	962	0	390	1030	0	0
38	2738	2783628	14438	20754	974	0	370	1010	0	0
39	2739	2783633	14486	20666	986	0	370	1000	0	0
40	2740	2783638	14530	20592	986	0	350	980	0	0
41	2741	2783643	14572	20528	986	0	340	960	0	0
42	2742	2783648	14613	20472	986	0	320	950	0	0
43	2743	2783653	14654	20423	986	0	310	940	0	0
44	2744	2783658	14694	20379	974	0	300	920	0	0
45	2745	2783663	14733	20333	962	0	300	910	0	0
46	2746	2783668	14773	20288	950	0	300	900	0	0
47	2747	2783673	14811	20242	938	0	300	890	0	0
48	2748	2783678	14849	20197	914	0	300	890	0	0
49	2749	2783683	14885	20151	902	0	300	880	0	0
50	2750	2783688	14922	20107	890	0	310	880	0	0
51	2751	2783693	14958	20065	866	0	320	880	0	0
52	2752	2783698	14996	20026	854	0	330	890	0	0
53	2753	2783703	15035	19991	830	0	350	890	0	0
54	2754	2783708	15078	19991	806	0	360	900	0	0
55	2755	2783713	15124	19946	782	0	380	900	0	0
56	2756	2783718	15174	19904	770	0	390	920	0	0
57	2757	2783723	15228	19904	746	0	410	930	0	0
58	2758	2783728	15284	19904	710	0	420	940	0	0
59	2759	2783733	15340	19906	686	0	440	960	0	0
60	2760	2783738	15394	19914	665	0	450	970	0	0
61	2761	2783743	15444	19922	629	0	470	1000	0	0
62	2762	2783748	15489	19902	593	0	470	1010	0	0
63	2763	2783753	15489	19868	557	0	480	1030	0	0
64	2764	2783758	15485	19861	533	0	500	1050	0	0
65	2765	2783763	15473	19854	497	0	510	1050	0	0
66	2766	2783768	15460	19848	473	0	520	1060	0	0
67	2767	2783773	15460	19823	449	0	530	1060	0	0
68	2768	2783778	15481	19803	413	0	540	1070	0	0
69	2769	2783783	15508	19792	389	0	550	1060	0	0
70	2770	2783788	15551	19776	365	0	550	1050	0	0
71	2771	2783793	15569	19768	341	0	560	1050	0	0
72	2772	2783798	15594	19756	308	0	570	1040	0	0
73	2773	2783803	15606	19742	284	0	570	1040	0	0
74	2774	2783808	15611	19731	248	0	570	1030	0	0
75	2775	2783813	15611	19728	224	0	580	1030	0	0
76	2776	2783818	15611	19725	200	0	580	1020	0	0
77	2777	2783823	15611	19724	176	0	580	1020	0	0
78	2778	2783828	15612	19723	152	0	600	1000	0	0
79	2779	2783833	15614	19723	128	0	600	1000	0	0
80	2780	2783838	15618	19723	104	0	600	1000	0	0
81	2781	2783843	15622	19723	80	0	600	990	0	0
82	2782	2783848	15624	19723	68	0	600	990	0	0
83	2783	2783853	15627	19723	44	0	600	990	0	0
84	2784	2783858	15630	19721	32	0	600	990	0	0
85	2785	2783863	15630	19714	20	0	600	970	0	0
86	2786	2783868	15630	19707	8	0	600	970	0	0
87	2787	2783873	15630	19701	8	0	600	970	0	0
88	2788	2783878	15630	19696	0	0	600	970	0	0
89	2789	2783883	15630	19693	0	0	600	970	0	0
90	2790	2783888	15630	19693	0	0	600	950	0	0
91	2791	2783893	15630	19693	0	0	600	950	0	0
92	2792	2783898	15630	19693	0	0	600	950	0	0
