Temps de latence : 2578 ms

N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi	Lever
1	19218	5801901	35988	24014	625	0	630	1060	0	0
2	19219	5801906	35987	24014	625	0	630	1060	0	0
3	19220	5801911	35987	24014	625	0	630	1060	0	0
4	19221	5801916	35987	24014	625	0	630	1060	0	0
5	19222	5801921	35986	24014	625	0	630	1060	0	0
6	19223	5801926	35986	24014	625	0	630	1060	0	0
7	19224	5801931	35985	24013	625	0	630	1060	0	0
8	19225	5801936	35985	24011	625	0	630	1060	0	0
9	19226	5801941	35984	24009	625	0	630	1060	0	0
10	19227	5801946	35984	24006	625	0	630	1060	0	0
11	19228	5801951	35983	24004	625	0	630	1060	0	0
12	19229	5801956	35983	24002	625	0	630	1060	0	0
13	19230	5801961	35982	24000	625	0	630	1060	0	0
14	19231	5801966	35982	23998	625	0	630	1060	0	0
15	19232	5801971	35982	23997	625	0	620	1050	0	0
16	19233	5801976	35982	23995	625	0	620	1050	0	0
17	19234	5801981	35982	23994	625	0	620	1050	0	0
18	19235	5801986	35982	23993	625	0	620	1050	0	0
19	19236	5801991	35982	23992	625	0	620	1050	0	0
20	19237	5801996	35982	23992	625	0	620	1050	0	0
21	19238	5802001	35982	23991	625	0	620	1050	0	0
22	19239	5802006	35982	23991	625	0	620	1050	0	0
23	19240	5802011	35982	23991	625	0	620	1050	0	0
24	19241	5802016	35982	23991	625	0	620	1050	0	0
25	19242	5802021	35981	23991	625	0	620	1050	0	0
26	19243	5802026	35981	23991	625	0	620	1050	0	0
27	19244	5802031	35981	23991	625	0	620	1050	0	0
28	19245	5802036	35981	23991	625	0	620	1050	0	0
29	19246	5802041	35981	23991	625	0	620	1050	0	0
30	19247	5802046	35981	23991	625	0	620	1050	0	0
31	19248	5802051	35981	23991	625	0	620	1050	0	0
32	19249	5802056	35981	23991	625	0	620	1050	0	0
33	19250	5802061	35981	23991	625	0	620	1050	0	0
34	19251	5802066	35981	23991	625	0	620	1050	0	0
35	19252	5802071	35981	23991	625	0	620	1050	0	0
36	19253	5802076	35981	23991	625	0	620	1050	0	0
37	19254	5802081	35981	23991	625	0	620	1050	0	0
38	19255	5802086	35981	23991	625	0	620	1050	0	0
39	19256	5802091	35981	23991	625	0	620	1050	0	0
40	19257	5802096	35981	23991	625	0	620	1050	0	0
41	19258	5802101	35981	23991	617	0	620	1050	0	0
42	19259	5802106	35981	23991	617	0	630	1060	0	0
43	19260	5802111	35981	23991	617	0	630	1060	0	0
44	19261	5802116	35981	23991	617	0	630	1060	0	0
45	19262	5802121	35981	23991	617	0	630	1060	0	0
46	19263	5802126	35981	23992	617	0	630	1060	0	0
47	19264	5802131	35980	23994	617	0	630	1060	0	0
48	19265	5802136	35980	23995	617	0	630	1060	0	0
49	19266	5802141	35980	23997	625	0	630	1060	0	0
50	19267	5802146	35980	23999	625	0	630	1060	0	0
51	19268	5802151	35980	24001	625	0	630	1060	0	0
52	19269	5802156	35980	24003	625	0	630	1060	0	0
53	19270	5802161	35980	24005	625	0	630	1060	0	0
54	19271	5802166	35980	24006	625	0	630	1060	0	0
55	19272	5802171	35980	24008	625	0	630	1060	0	0
56	19273	5802176	35980	24009	625	0	630	1060	0	0
57	19274	5802181	35980	24010	625	0	630	1060	0	0
58	19275	5802186	35980	24011	625	0	630	1060	0	0
59	19276	5802191	35980	24012	625	0	630	1060	0	0
60	19277	5802196	35980	24013	625	0	630	1060	0	0
61	19278	5802201	35980	24014	625	0	630	1060	0	0
62	19279	5802206	35980	24014	625	0	630	1060	0	0
63	19280	5802211	35980	24015	625	0	630	1060	0	0
64	19281	5802216	35980	24016	625	0	630	1060	0	0
65	19282	5802221	35980	24016	625	0	630	1060	0	0
66	19283	5802226	35980	24016	617	0	630	1060	0	0
67	19284	5802231	35980	24016	617	0	630	1060	0	0
68	19285	5802236	35980	24016	617	0	630	1060	0	0
69	19286	5802241	35980	24016	617	0	630	1060	0	0
70	19287	5802246	35980	24016	609	0	630	1060	0	0
71	19288	5802251	35980	24016	609	0	630	1060	0	0
72	19289	5802256	35980	24016	609	0	630	1060	0	0
73	19290	5802261	35980	24016	609	0	630	1060	0	0
74	19291	5802266	35980	24016	609	0	630	1060	0	0
75	19292	5802271	35980	24016	609	0	630	1060	0	0
76	19293	5802276	35980	24016	609	0	630	1060	0	0
77	19294	5802281	35980	24016	609	0	630	1060	0	0
78	19295	5802286	35980	24016	609	0	630	1060	0	0
79	19296	5802291	35980	24016	609	0	630	1060	0	0
80	19297	5802296	35980	24016	609	0	630	1060	0	0
81	19298	5802301	35980	24016	609	0	630	1060	0	0
82	19299	5802306	35980	24016	609	0	630	1060	0	0
83	19300	5802311	35980	24016	609	0	630	1060	0	0
84	19301	5802316	35980	24016	609	0	630	1060	0	0
85	19302	5802321	35980	24016	609	0	630	1060	0	0
86	19303	5802326	35980	24018	617	0	630	1060	0	0
87	19304	5802331	35980	24019	617	0	630	1060	0	0
88	19305	5802336	35980	24021	617	0	630	1060	0	0
89	19306	5802341	35980	24023	617	0	630	1060	0	0
90	19307	5802346	35980	24026	617	0	630	1060	0	0
91	19308	5802351	35980	24028	625	0	630	1060	0	0
92	19309	5802356	35980	24030	625	0	630	1060	0	0
93	19310	5802361	35980	24033	625	0	630	1060	0	0
94	19311	5802366	35980	24035	625	0	630	1060	0	0
95	19312	5802371	35980	24037	625	0	630	1060	0	0
96	19313	5802376	35980	24040	625	0	630	1080	0	0
97	19314	5802381	35980	24043	625	0	630	1080	0	0
98	19315	5802386	35980	24046	625	0	630	1080	0	0
99	19316	5802391	35980	24048	625	0	630	1080	0	0
100	19317	5802396	35981	24051	625	0	630	1080	0	0
101	19318	5802401	35983	24053	625	0	630	1080	0	0
102	19319	5802406	35984	24056	625	0	630	1080	0	0
103	19320	5802411	35985	24058	625	0	630	1080	0	0
104	19321	5802416	35987	24060	625	0	630	1080	0	0
105	19322	5802421	35988	24061	625	0	630	1080	0	0
106	19323	5802426	35989	24062	625	0	630	1080	0	0
107	19324	5802431	35989	24063	625	0	630	1080	0	0
108	19325	5802436	35990	24064	637	0	630	1100	0	0
109	19326	5802441	35991	24065	637	0	630	1100	0	0
110	19327	5802446	35991	24066	637	0	630	1100	0	0
111	19328	5802451	35992	24067	637	0	630	1100	0	0
112	19329	5802456	35992	24067	645	0	630	1100	0	0
113	19330	5802461	35992	24067	645	0	630	1100	0	0
114	19331	5802466	35992	24067	645	0	630	1100	0	0
115	19332	5802471	35992	24067	645	0	630	1100	0	0
116	19333	5802476	35992	24067	645	0	630	1100	0	0
117	19334	5802481	35992	24067	645	0	630	1100	0	0
118	19335	5802486	35992	24067	645	0	630	1100	0	0
119	19336	5802491	35992	24067	645	0	630	1100	0	0
120	19337	5802496	35992	24067	637	0	630	1100	0	0
121	19338	5802501	35992	24067	637	0	630	1100	0	0
122	19339	5802506	35992	24067	637	0	630	1080	0	0
123	19340	5802511	35992	24067	637	0	630	1080	0	0
124	19341	5802516	35992	24067	637	0	630	1080	0	0
125	19342	5802521	35992	24067	637	0	630	1080	0	0
126	19343	5802526	35992	24065	625	0	630	1080	0	0
127	19344	5802531	35992	24063	625	0	630	1080	0	0
128	19345	5802536	35992	24060	625	0	630	1080	0	0
129	19346	5802541	35992	24057	625	0	630	1080	0	0
130	19347	5802546	35992	24053	625	0	630	1080	0	0
131	19348	5802551	35992	24050	625	0	630	1080	0	0
132	19349	5802556	35992	24048	625	0	630	1080	0	0
133	19350	5802561	35992	24045	625	0	630	1080	0	0
134	19351	5802566	35992	24042	625	0	630	1080	0	0
135	19352	5802571	35992	24040	625	0	630	1080	0	0
136	19353	5802576	35992	24037	625	0	630	1080	0	0
137	19354	5802581	35992	24035	625	0	630	1080	0	0
138	19355	5802586	35992	24032	625	0	630	1080	0	0
139	19356	5802591	35992	24030	625	0	630	1080	0	0
140	19357	5802596	35992	24028	625	0	630	1080	0	0
141	19358	5802601	35992	24026	625	0	630	1080	0	0
142	19359	5802606	35992	24025	625	0	630	1080	0	0
143	19360	5802611	35992	24024	625	0	630	1080	0	0
144	19361	5802616	35992	24024	625	0	630	1080	0	0
145	19362	5802621	35992	24023	625	0	630	1080	0	0
146	19363	5802626	35992	24023	625	0	630	1080	0	0
147	19364	5802631	35992	24022	625	0	630	1080	0	0
148	19365	5802636	35992	24022	625	0	630	1080	0	0
149	19366	5802641	35992	24022	625	0	630	1080	0	0
150	19367	5802646	35992	24022	625	0	630	1080	0	0
151	19368	5802651	35992	24022	625	0	630	1080	0	0
152	19369	5802656	35992	24022	625	0	630	1080	0	0
153	19370	5802661	35992	24022	625	0	630	1080	0	0
154	19371	5802666	35992	24022	625	0	630	1080	0	0
155	19372	5802671	35992	24022	625	0	630	1080	0	0
156	19373	5802676	35992	24022	625	0	630	1080	0	0
157	19374	5802681	35992	24022	625	0	630	1080	0	0
158	19375	5802686	35992	24022	637	0	630	1080	0	0
159	19376	5802691	35992	24022	637	0	630	1080	0	0
160	19377	5802696	35992	24022	637	0	630	1080	0	0
161	19378	5802701	35992	24022	637	0	630	1080	0	0
162	19379	5802706	35992	24022	637	0	630	1080	0	0
163	19380	5802711	35992	24022	645	0	630	1080	0	0
164	19381	5802716	35992	24022	645	0	630	1080	0	0
165	19382	5802721	35992	24024	645	0	630	1080	0	0
166	19383	5802726	35992	24026	645	0	630	1100	0	0
167	19384	5802731	35992	24028	645	0	630	1100	0	0
168	19385	5802736	35992	24030	645	0	630	1100	0	0
169	19386	5802741	35992	24033	645	0	630	1100	0	0
170	19387	5802746	35992	24035	645	0	630	1100	0	0
171	19388	5802751	35992	24037	645	0	630	1100	0	0
172	19389	5802756	35992	24039	645	0	630	1100	0	0
173	19390	5802761	35992	24042	645	0	630	1100	0	0
174	19391	5802766	35992	24043	645	0	630	1100	0	0
175	19392	5802771	35992	24045	645	0	630	1100	0	0
176	19393	5802776	35992	24047	645	0	630	1100	0	0
177	19394	5802781	35992	24048	645	0	630	1100	0	0
178	19395	5802786	35992	24050	645	0	630	1100	0	0
179	19396	5802791	35993	24051	645	0	630	1100	0	0
180	19397	5802796	35993	24053	645	0	630	1100	0	0
181	19398	5802801	35994	24054	645	0	630	1100	0	0
182	19399	5802806	35994	24055	645	0	630	1100	0	0
183	19400	5802811	35995	24056	645	0	630	1100	0	0
184	19401	5802816	35995	24057	645	0	630	1100	0	0
185	19402	5802821	35995	24058	645	0	630	1100	0	0
186	19403	5802826	35995	24059	645	0	630	1100	0	0
187	19404	5802831	35995	24060	645	0	630	1100	0	0
188	19405	5802836	35995	24060	645	0	630	1100	0	0
189	19406	5802841	35995	24061	645	0	630	1100	0	0
190	19407	5802846	35995	24061	645	0	620	1090	0	0
191	19408	5802851	35995	24062	645	0	620	1090	0	0
192	19409	5802856	35995	24062	645	0	610	1110	0	0
193	19410	5802861	35995	24062	645	0	610	1110	0	0
194	19411	5802866	35995	24062	645	0	610	1110	0	0
195	19412	5802871	35995	24062	645	0	610	1110	0	0
196	19413	5802876	35995	24062	645	0	610	1110	0	0
197	19414	5802881	35995	24063	645	0	610	1110	0	0
198	19415	5802886	35995	24063	645	0	610	1110	0	0
199	19416	5802891	35995	24063	645	0	610	1110	0	0
200	19417	5802896	35995	24063	645	0	610	1110	0	0
201	19418	5802901	35995	24064	645	0	610	1110	0	0
202	19419	5802906	35995	24064	645	0	610	1110	0	0
203	19420	5802911	35995	24064	645	0	610	1110	0	0
204	19421	5802916	35995	24065	645	0	610	1110	0	0
205	19422	5802921	35995	24065	645	0	610	1110	0	0
206	19423	5802926	35995	24066	645	0	610	1110	0	0
207	19424	5802931	35995	24066	645	0	610	1110	0	0
208	19425	5802936	35995	24066	645	0	610	1110	0	0
209	19426	5802941	35995	24067	645	0	610	1110	0	0
210	19427	5802946	35995	24067	645	0	610	1110	0	0
211	19428	5802951	35995	24067	645	0	610	1110	0	0
212	19429	5802956	35995	24067	645	0	610	1110	0	0
213	19430	5802961	35995	24067	645	0	610	1110	0	0
214	19431	5802966	35995	24067	645	0	610	1110	0	0
215	19432	5802971	35995	24067	645	0	610	1110	0	0
216	19433	5802976	35995	24067	645	0	610	1110	0	0
217	19434	5802981	35995	24067	645	0	610	1110	0	0
218	19435	5802986	35995	24067	645	0	610	1110	0	0
219	19436	5802991	35995	24067	645	0	610	1110	0	0
220	19437	5802996	35995	24067	645	0	610	1110	0	0
221	19438	5803001	35995	24067	645	0	610	1110	0	0
222	19439	5803006	35995	24068	657	0	610	1110	0	0
223	19440	5803011	35995	24068	657	0	610	1110	0	0
224	19441	5803016	35995	24068	657	0	610	1110	0	0
225	19442	5803021	35995	24068	657	0	610	1110	0	0
226	19443	5803026	35995	24068	665	0	610	1110	0	0
227	19444	5803031	35995	24068	665	0	610	1110	0	0
228	19445	5803036	35995	24068	665	0	610	1110	0	0
229	19446	5803041	35995	24068	665	0	610	1110	0	0
230	19447	5803046	35995	24068	665	0	610	1110	0	0
231	19448	5803051	35995	24068	665	0	610	1110	0	0
232	19449	5803056	35995	24068	665	0	610	1110	0	0
233	19449	5803056	35995	24068	665	0	610	1110	0	0
234	19449	5803056	35995	24068	665	0	610	1110	0	0
235	19449	5803056	35995	24068	665	0	610	1110	0	0
236	19449	5803056	35995	24068	665	0	610	1110	0	0
237	19449	5803056	35995	24068	665	0	610	1110	0	0
238	19449	5803056	35995	24068	665	0	610	1110	0	0
239	19449	5803056	35995	24068	665	0	610	1110	0	0
240	19449	5803056	35995	24068	665	0	610	1110	0	0
241	19449	5803056	35995	24068	665	0	610	1110	0	0
242	19450	5803117	35995	24077	665	0	600	1150	0	0
243	19451	5803122	35995	24080	706	0	600	1150	0	0
244	19452	5803127	35995	24083	706	0	600	1150	0	0
245	19453	5803132	35995	24087	706	0	600	1150	0	0
246	19454	5803137	35995	24089	714	0	600	1150	0	0
247	19455	5803142	35995	24091	714	0	600	1150	0	0
248	19456	5803147	35995	24094	714	0	600	1150	0	0
249	19457	5803152	35995	24096	714	0	600	1150	0	0
250	19458	5803157	35995	24100	714	0	600	1150	0	0
251	19459	5803162	35995	24103	714	0	600	1150	0	0
252	19460	5803167	35995	24107	726	0	600	1150	0	0
253	19461	5803172	35995	24112	726	0	600	1150	0	0
254	19462	5803177	35995	24117	726	0	600	1150	0	0
255	19463	5803182	35995	24122	734	0	600	1150	0	0
256	19464	5803187	35995	24128	734	0	600	1150	0	0
257	19465	5803192	35995	24134	746	0	600	1150	0	0
258	19466	5803197	35995	24139	746	0	600	1150	0	0
259	19467	5803202	35995	24143	754	0	600	1150	0	0
260	19468	5803207	35995	24146	754	0	600	1150	0	0
261	19469	5803212	35995	24147	754	0	590	1170	0	0
262	19470	5803217	35995	24148	754	0	590	1170	0	0
263	19471	5803222	35995	24148	766	0	590	1170	0	0
264	19472	5803227	35995	24148	766	0	590	1180	0	0
265	19473	5803232	35995	24148	766	0	590	1180	0	0
266	19474	5803237	35995	24149	766	0	590	1180	0	0
267	19475	5803242	35994	24153	766	0	590	1180	0	0
268	19476	5803247	35991	24158	766	0	580	1200	0	0
269	19477	5803252	35988	24163	766	0	580	1200	0	0
270	19478	5803257	35984	24168	766	0	580	1200	0	0
271	19479	5803262	35980	24172	766	0	580	1200	0	0
