Temps de latence : 2000 ms

N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi	Lever
221	27798	2706528	26578	22824	0	930	660	920	0	0
222	27799	2706533	26565	22822	0	936	660	920	0	0
223	27800	2706538	26554	22821	0	937	660	900	0	0
224	27801	2706543	26543	22820	0	934	660	900	0	0
225	27802	2706548	26533	22819	0	931	660	900	0	0
226	27803	2706553	26522	22818	0	929	660	900	0	0
227	27804	2706558	26513	22817	0	926	660	900	0	0
228	27805	2706563	26503	22816	0	919	660	900	0	0
229	27806	2706568	26494	22816	0	912	660	900	0	0
230	27807	2706573	26486	22815	0	903	660	900	0	0
231	27808	2706578	26480	22815	0	885	660	900	0	0
232	27809	2706583	26475	22815	0	862	650	900	0	0
233	27810	2706588	26471	22815	0	834	650	900	0	0
234	27811	2706593	26468	22815	0	806	650	900	0	0
235	27812	2706598	26465	22815	0	769	650	900	0	0
236	27813	2706603	26464	22815	0	721	650	900	0	0
237	27814	2706608	26464	22813	0	662	650	900	0	0
238	27815	2706613	26463	22810	0	584	650	900	0	0
239	27816	2706618	26461	22807	0	484	650	900	0	0
240	27817	2706623	26459	22802	0	356	650	900	0	0
